"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.270414376E0,-6.072914600E0,-5.726493359E0,-1.139532948E1,1.412538678E1
3.275445001E0,-8.400007248E0,-6.993549347E0,-1.012929630E1,1.490209709E1
3.280419636E0,-1.101800251E1,-8.318991661E0,-8.973581314E0,1.646593949E1
3.285447917E0,-1.414726353E1,-9.626798630E0,-8.401765823E0,1.906331519E1
3.290484740E0,-1.815206718E1,-1.083516121E1,-7.265800476E0,2.235374953E1
3.295513855E0,-2.214197731E1,-1.214986801E1,-5.704504967E0,2.589262113E1
3.300542969E0,-2.517603683E1,-1.391066170E1,-5.566936493E0,2.929727157E1
3.305602396E0,-2.818704605E1,-1.527707863E1,-3.832678795E0,3.228913321E1
3.310633594E0,-3.080113220E1,-1.630255699E1,-1.810153961E0,3.489641481E1
3.315664792E0,-3.372135162E1,-1.663525009E1,-1.542577744E-1,3.760166082E1
3.320658699E0,-3.520510101E1,-1.742907333E1,1.653758049E0,3.931801941E1
3.325687449E0,-3.566769028E1,-1.830859566E1,3.207010746E0,4.022031480E1
3.330712553E0,-3.558388138E1,-1.871501160E1,4.716481686E0,4.048097667E1
3.335740938E0,-3.485293579E1,-1.874156570E1,5.941999912E0,4.001600656E1
3.340769324E0,-3.320405197E1,-1.863639069E1,6.947877407E0,3.870525966E1
3.345797709E0,-3.100155640E1,-1.843507767E1,7.869769096E0,3.691722976E1
3.350852813E0,-2.868032265E1,-1.788439369E1,8.690091133E0,3.489885569E1
3.355882501E0,-2.622602463E1,-1.729203033E1,9.384984970E0,3.278561611E1
3.360912188E0,-2.363257980E1,-1.674393845E1,9.924884796E0,3.061636231E1
3.365941876E0,-2.106887436E1,-1.614608955E1,1.072404385E1,2.862863586E1
3.371024584E0,-1.850547409E1,-1.508818531E1,1.184730721E1,2.665454174E1
3.376056980E0,-1.609898186E1,-1.396876526E1,1.261652184E1,2.476853332E1
3.381089376E0,-1.360544586E1,-1.326794434E1,1.312878513E1,2.309786793E1
3.386073490E0,-1.164694405E1,-1.250778008E1,1.339716053E1,2.171588769E1
3.391102657E0,-1.012536907E1,-1.144788933E1,1.372733116E1,2.054304967E1
3.396131824E0,-8.730707169E0,-1.006839943E1,1.437232399E1,1.960004111E1
3.401162605E0,-7.144280434E0,-8.638750076E0,1.515239525E1,1.884844364E1
3.406191876E0,-5.654533863E0,-7.294591427E0,1.551863098E1,1.805582246E1
3.411221251E0,-4.280337334E0,-6.161103725E0,1.509235001E1,1.685406525E1
3.416250521E0,-3.210097790E0,-5.385727882E0,1.382703018E1,1.518214597E1
3.421279792E0,-2.552096605E0,-4.745802402E0,1.221869087E1,1.335410964E1
3.426309063E0,-2.245052576E0,-4.184936523E0,1.049930859E1,1.152342985E1
3.431338334E0,-2.391093969E0,-3.539398193E0,8.830207825E0,9.809038697E0
3.436367605E0,-2.815845490E0,-3.012054920E0,7.326029301E0,8.406673895E0
3.441421199E0,-3.201844692E0,-2.607942343E0,6.101780415E0,7.367828508E0
3.446452084E0,-3.333026886E0,-2.238760471E0,4.983181477E0,6.399469845E0
3.451482969E0,-3.224172592E0,-1.963772655E0,3.841789246E0,5.386189428E0
3.456513855E0,-2.792777061E0,-1.685411215E0,2.960813046E0,4.405295514E0
3.461484167E0,-2.012869596E0,-1.537346601E0,1.739258289E0,3.072474244E0
3.466512032E0,-1.166469097E0,-1.401448965E0,4.446096420E-1,1.876802358E0
3.471539896E0,-3.102049828E-1,-1.257949591E0,-7.646198273E-1,1.504429388E0
3.476567761E0,3.794264793E-1,-1.018789768E0,-1.013031483E0,1.485977735E0
3.481610209E0,1.049581528E0,-8.879294395E-1,-1.031682014E0,1.718839100E0
3.486638803E0,1.739425659E0,-7.741317749E-1,-7.019400597E-1,2.029187393E0
3.491667396E0,2.200617313E0,-6.865339279E-1,-6.843972206E-1,2.404671485E0
3.496690157E0,2.636788368E0,-8.649168015E-1,-5.781154633E-1,2.834598995E0
3.501718386E0,2.104533672E0,-1.587425947E0,-6.859397888E-1,2.723875274E0
3.506746615E0,1.588282108E0,-1.834715486E0,1.766319275E-1,2.433109082E0
3.511814480E0,1.197801113E0,-1.564189434E0,8.609099388E-1,2.150019073E0
3.516845313E0,1.126572132E0,-1.172317743E0,2.139678001E0,2.687324991E0
3.521841667E0,1.011451721E0,-1.090185642E0,3.125311852E0,3.461085594E0
3.526869063E0,8.562750816E-1,-1.110393286E0,4.026722908E0,4.263880585E0
3.531898751E0,7.282733917E-1,-1.081773758E0,4.799100876E0,4.973126362E0
3.536926355E0,8.299107552E-1,-1.226986885E0,5.133853912E0,5.343285943E0
3.541953959E0,1.436853409E0,-1.595627904E0,5.816561699E0,6.200239199E0
3.546981563E0,2.078973293E0,-2.031877995E0,6.416946411E0,7.044704350E0
3.552050574E0,2.206334591E0,-1.983609438E0,6.839728355E0,7.455501506E0
3.557080261E0,2.259219170E0,-1.639112234E0,7.295725822E0,7.811425955E0
3.562108699E0,2.091344833E0,-1.188491106E0,7.422672272E0,7.802710938E0
3.567138230E0,1.481010914E0,-4.777085781E-1,7.528073311E0,7.687228798E0
3.572167761E0,2.017838001E0,-5.581047535E-1,7.276541710E0,7.571737606E0
3.577179688E0,3.111887932E0,-8.501651883E-1,6.809926033E0,7.535364618E0
3.582208074E0,3.775403976E0,-8.034304380E-1,6.399873734E0,7.473791505E0
3.587230574E0,4.040769100E0,-6.422743797E-1,6.293406487E0,7.506483631E0
3.592258334E0,4.120707512E0,-3.803768158E-1,5.934576988E0,7.234923700E0
3.597286094E0,4.127394676E0,6.417417526E-2,5.265351295E0,6.690547766E0
3.602313855E0,3.419094563E0,8.214194775E-1,4.455937386E0,5.676294176E0
3.607341615E0,2.584762573E0,1.376269579E0,4.029116154E0,4.980852587E0
3.612371146E0,1.416396618E0,1.749892235E0,3.532756805E0,4.189113613E0
3.617398959E0,-2.682528496E-1,2.208316803E0,3.301352978E0,3.980898665E0
3.622428646E0,-1.616222382E0,2.410916090E0,2.776331902E0,4.016554495E0
3.627456667E0,-2.159214735E0,2.190202951E0,1.897770405E0,3.613963164E0
3.632484688E0,-1.949088097E0,1.598170042E0,7.483253479E-1,2.629274181E0
3.637512709E0,-2.771810293E0,1.488524199E0,8.413267136E-2,3.147334570E0
3.642608490E0,-1.957816601E0,5.893757343E-1,-3.156867027E-1,2.068832447E0
3.647639949E0,-1.046887875E0,-3.378608227E-1,-5.919022560E-1,1.249188712E0
3.652671407E0,-7.139024734E-1,-6.679193974E-1,-8.395061493E-1,1.288620828E0
3.657702865E0,-6.577396393E-2,-1.072338700E0,-8.404302597E-1,1.364023286E0
3.662665001E0,-6.399908066E-1,-6.341965199E-1,-1.108467102E0,1.428458181E0
3.667693021E0,-1.275889397E0,-1.048066616E-1,-9.277930260E-1,1.581037029E0
3.672721042E0,-1.156570911E0,1.038737297E-1,-6.705698967E-1,1.340936244E0
3.677760313E0,-6.839523315E-1,2.540516853E-2,-3.281288147E-1,7.590156345E-1
3.682789063E0,-1.011595726E-1,-3.085637093E-2,-7.337570190E-2,1.287220587E-1
3.687849219E0,4.250574112E-1,-1.236054897E-1,1.692533493E-2,4.429882469E-1
3.692881199E0,8.812813759E-1,-3.416222334E-1,-3.821425438E-1,1.019507498E0
3.697913178E0,6.374173164E-1,-4.375424385E-1,-1.122156143E0,1.362710032E0
3.702924271E0,-7.650704384E-1,2.361623049E-1,-9.290227890E-1,1.226453730E0
3.707954896E0,-4.797334671E-1,2.055978775E-1,-4.350662231E-3,5.219517362E-1
3.712999949E0,9.324359894E-2,5.480444431E-2,1.671273708E0,1.674769747E0
3.718032032E0,5.979123116E-1,-2.404510975E-1,3.255836010E0,3.319003463E0
3.723055365E0,1.042155743E0,-5.166658163E-1,4.290323257E0,4.445211560E0
3.728086563E0,1.049614906E0,-6.490059495E-1,4.624303341E0,4.786134303E0
3.733115886E0,1.130096912E0,-5.959340930E-1,4.657786846E0,4.829827614E0
3.738146876E0,1.423753738E0,-4.883789420E-1,4.653237343E0,4.890624343E0
3.743176667E0,1.303022861E0,-2.806499004E-1,4.201571941E0,4.407929188E0
3.748207553E0,9.039192200E-1,-1.992993355E-1,3.671533108E0,3.786415923E0
3.753238438E0,1.987142563E-1,-2.980212569E-1,3.097193718E0,3.117837865E0
3.758269324E0,-6.228260994E-1,-3.909888864E-1,2.806237698E0,2.900992016E0
3.763293126E0,-1.526908398E0,-4.981075525E-1,2.535294533E0,3.001212881E0
3.768323646E0,-2.410264969E0,-6.001337767E-1,2.138138771E0,3.277373213E0
3.773352188E0,-3.322663069E0,-6.678738594E-1,1.602697849E0,3.748971293E0
3.778382501E0,-4.232924938E0,-8.105368614E-1,8.458404541E-1,4.392046176E0
3.783410521E0,-5.047032356E0,-1.012474298E0,-5.327033997E-2,5.147861453E0
3.788440574E0,-5.961849213E0,-1.095580339E0,-1.111806870E0,6.162796186E0
3.793470626E0,-6.737233162E0,-1.183097601E0,-2.329227448E0,7.226017652E0
3.798499428E0,-7.834982872E0,-9.485138655E-1,-3.462538004E0,8.618341174E0
3.803529428E0,-9.974729538E0,-6.653757095E-1,-1.393976212E1,1.715386027E1
3.808563959E0,-2.327930641E1,1.068051815E1,-4.973987579E1,5.594689284E1
3.813594376E0,-1.900567818E1,2.999747849E1,-2.565437508E1,4.380880595E1
3.818624792E0,-8.244613647E0,-2.035907984E0,-3.707936287E0,9.266464645E0
3.823646928E0,-8.951124191E0,-4.587862492E0,-6.239668369E0,1.183657754E1
3.828676771E0,-8.765415192E0,-4.334211826E0,-6.421782970E0,1.169859787E1
3.833707240E0,4.926778793E1,-2.987874031E1,1.914896965E1,6.071850697E1
3.838737136E0,5.088892746E1,-2.793898582E1,3.408945084E1,6.732280836E1
3.843766146E0,-1.116508865E1,8.668178320E-1,-9.820391655E0,1.489465240E1
3.848795990E0,-1.037722778E1,8.118585348E-1,-7.979133129E0,1.311535498E1
3.853825834E0,-9.837652206E0,7.818706632E-1,-7.512094498E0,1.240251129E1
3.858858021E0,-8.941690445E0,6.069865227E-1,-6.544581890E0,1.109746876E1
3.863888021E0,-8.248918533E0,4.837102294E-1,-9.163411140E0,1.233883043E1
3.868918021E0,-9.873514175E0,9.074635506E-1,-1.219752502E1,1.571907723E1
3.873948021E0,-1.286533451E1,1.656062484E0,-1.972483444E1,2.360780525E1
3.878977084E0,-1.596372604E1,2.682334900E0,-2.824929428E1,3.255853340E1
3.884007032E0,-1.278931999E1,1.248954296E0,-1.939646721E1,2.326691928E1
3.889036980E0,-9.226024628E0,-6.415718198E-1,-1.403522682E1,1.680829369E1
3.894038542E0,-6.911911488E0,-3.421390772E0,7.470473289E0,1.073724389E1
3.899066563E0,-1.061071587E1,-1.027401090E-1,2.266783905E1,2.502855917E1
3.904094584E0,1.778524041E0,-1.869178772E0,-4.134920883E1,4.142962766E1
3.909154792E0,1.544079065E0,-1.536975861E0,-2.461000443E1,2.470625007E1
3.914185001E0,-1.533319235E0,-9.357591867E-1,-9.723094940E0,9.887633101E0
3.919214115E0,-2.463368893E0,-3.508744001E0,6.164468384E1,6.179357990E1
3.924244219E0,-1.799495697E0,-3.691467941E-1,-1.791372299E1,1.800766297E1
3.929274324E0,-2.459181309E0,5.949409604E-1,-9.201260567E0,9.542783843E0
3.934304428E0,-2.053101063E0,5.367578864E-1,-9.338132858E0,9.576223592E0
3.939332605E0,-1.647688866E0,4.312040806E-1,-9.588393211E0,9.738485505E0
3.944362605E0,-1.064041972E0,1.499162167E-1,-7.546874523E0,7.622989916E0
3.949391511E0,4.597751498E-1,-1.653127551E0,3.413196564E1,3.417506843E1
3.954421355E0,-1.509573936E0,-1.792867541E0,2.288282776E1,2.300254320E1
3.959451199E0,-1.132565856E0,-6.209045649E-1,-1.213502026E1,1.220356278E1
3.964479063E0,-1.089907289E0,-8.063929081E-1,-1.181827259E1,1.189578642E1
3.969508803E0,-4.996135831E-1,-1.462915540E0,-1.829030609E1,1.835551777E1
3.974538542E0,-4.460960031E-1,-2.027682543E0,-4.885403442E1,4.889813061E1
3.979568282E0,2.408939004E-1,1.978091717E0,-3.634237671E1,3.639696720E1
3.984573230E0,-6.190394759E-1,-5.445724130E-1,-9.807640076E0,9.842234139E0
3.989601719E0,-5.639038086E-1,-5.409273505E-1,-1.070584297E1,1.073432176E1
3.994634324E0,-7.026337385E-1,-6.357654333E-1,-8.777413368E0,8.828413068E0
3.999663230E0,1.652843595E0,-1.990475416E0,1.710645294E1,1.730100045E1
4.004692136E0,-3.276813984E0,1.298329830E0,1.020374985E2,1.020983558E2
4.009721042E0,-4.393467903E-1,-3.291645348E-1,-9.725544930E0,9.741026592E0
4.014749949E0,-2.307573855E-1,-6.441735029E-1,-1.298099899E1,1.299902086E1
4.019790990E0,-4.750524759E-1,-9.686849713E-1,-1.515602875E1,1.519438162E1
4.024820365E0,-8.596104980E-1,-1.241842508E0,-1.961473465E1,1.967279641E1
4.029845053E0,-1.563960314E0,7.295105457E-1,-2.711221695E1,2.716708423E1
4.034873907E0,-1.064870834E0,2.106347322E0,-1.519921494E1,1.538137782E1
4.039902761E0,-4.774912000E-1,1.130559444E0,-1.171985435E1,1.178393604E1
4.044908126E0,7.791095972E-1,6.466142535E-1,1.750515175E1,1.753440787E1
4.049935521E0,-3.159705102E-1,-6.252184510E-3,-1.047792435E-1,3.329491598E-1
4.054962917E0,1.253439188E0,-1.226177692E0,-1.480967522E0,2.295187646E0
4.059994063E0,5.051539898E0,-2.435008526E0,2.585706711E1,2.645817910E1
4.065021719E0,1.636329412E0,-7.089568377E-1,1.999956894E1,2.007891809E1
4.070049376E0,-1.027860641E-1,-5.719063878E-1,-7.319654942E0,7.342682776E0
4.075079271E0,-1.391617656E-1,-1.710578352E-1,-1.339310932E1,1.339492456E1
4.080107084E0,-1.995283365E0,2.026735395E-1,-7.801473141E0,8.055135966E0
4.085133282E0,-2.260597229E0,1.454466343E0,3.522310257E0,4.430851128E0
4.090160938E0,-5.417826772E-1,6.488075852E-1,1.330446815E1,1.333129223E1
4.095188594E0,-1.634069085E-1,-1.210306436E-1,-8.668031693E-1,8.903358741E-1
4.100216251E0,5.542004108E-1,3.759425282E-1,-5.805676460E0,5.844172314E0
4.105273334E0,4.120827913E-1,6.848959625E-2,-1.457012177E0,1.515713540E0
4.110302449E0,2.977508307E-2,-1.011218667E0,5.355073929E0,5.449795091E0
4.115323751E0,6.247764826E-2,-2.915392518E-1,2.522045135E0,2.539608288E0
4.120352084E0,-2.877717316E-1,5.228571296E-1,-1.794879913E0,1.891503648E0
4.125380417E0,3.335911036E-1,3.347769976E-1,-5.010747910E-1,6.887921374E-1
4.130415938E0,1.693488955E-1,-3.455726206E-1,1.039543152E0,1.108489715E0
4.135444740E0,-1.214325428E-2,-2.929813862E-1,-4.969511032E-1,5.770146881E-1
4.140473542E0,3.102601171E-1,3.117992282E-1,9.183597565E-2,4.493483564E-1
4.145502344E0,-1.171742678E-1,-9.826157987E-2,1.578889847E0,1.586278127E0
4.150520782E0,7.452744246E-2,-4.044877291E-1,1.184735298E0,1.254098238E0
4.155549063E0,3.787773848E-2,2.069490105E-1,-2.654075623E-2,2.120543038E-1
4.160585209E0,1.790742874E-1,1.484818608E-1,-5.046348572E-1,5.556714879E-1
4.165614271E0,6.004357338E-2,-2.627841830E-1,1.702766418E-1,3.188336436E-1
4.170643334E0,6.676596403E-2,-7.970494032E-2,6.864681244E-1,6.942975279E-1
4.175672396E0,-3.747355938E-2,5.496579409E-2,6.903457642E-1,6.935436398E-1
4.180704271E0,4.336464405E-2,-7.931627333E-2,6.608114243E-1,6.669657427E-1
4.185733490E0,8.971714973E-2,-8.466081321E-2,2.678956985E-1,2.949317303E-1
4.190768959E0,1.174907088E-1,1.079648733E-2,5.239391327E-2,1.290959060E-1
4.195798803E0,7.958912849E-2,3.002533317E-2,4.109821320E-1,4.196930578E-1
4.200828646E0,3.237295151E-2,-2.708390355E-2,4.726047516E-1,4.744858239E-1
4.205875834E0,8.045554161E-2,6.679311395E-3,3.189649582E-1,3.290233304E-1
4.210906824E0,7.088524103E-2,-3.617258370E-2,3.329124451E-1,3.422920818E-1
4.215941042E0,4.693323374E-2,-5.041837692E-2,4.472723007E-1,4.525453040E-1
4.220972344E0,6.081807613E-2,2.118809521E-2,5.184688568E-1,5.224535666E-1
4.225999688E0,9.346032143E-2,-7.832378149E-3,3.504743576E-1,3.628063577E-1
4.231030626E0,1.023985147E-1,-1.275965571E-2,2.209377289E-1,2.438477900E-1
4.236061563E0,9.789091349E-2,-1.731561124E-2,3.115081787E-1,3.269859427E-1
4.241079063E0,6.514585018E-2,-1.205021143E-2,4.784631729E-1,4.830281537E-1
4.246109063E0,5.116903782E-2,-1.661014557E-2,5.161027908E-1,5.188990827E-1
4.251139063E0,7.939445972E-2,-3.113250434E-2,3.433103561E-1,3.537438532E-1
4.256169063E0,5.965566635E-2,-4.096430540E-2,2.616033554E-1,2.714280538E-1
4.261199063E0,6.904196739E-2,-7.433459163E-3,2.756299973E-1,2.842427571E-1
4.266237449E0,6.442523003E-2,2.250522375E-3,3.996162415E-1,4.047824299E-1
4.271267813E0,6.937873363E-2,-2.623622119E-2,5.091028214E-1,5.144778233E-1
4.276298178E0,8.348482847E-2,-1.185342669E-2,3.889160156E-1,3.979521171E-1
4.281294219E0,8.790802956E-2,1.197291911E-2,3.214893341E-1,3.335064683E-1
4.286322292E0,5.900233984E-2,-3.102451563E-2,3.210954666E-1,3.279422134E-1
4.291353803E0,5.892676115E-2,-4.049432278E-2,3.685197830E-1,3.753917738E-1
4.296382240E0,5.411797762E-2,-1.642805338E-2,3.776235580E-1,3.818352891E-1
4.301410678E0,5.409890413E-2,-4.031382501E-2,3.675842285E-1,3.737245790E-1
4.306439115E0,5.402821302E-2,-2.576220036E-2,4.053878784E-1,4.097829556E-1
4.311469949E0,6.825435162E-2,-6.871855259E-2,3.905382156E-1,4.023692258E-1
4.316498490E0,6.328392029E-2,-2.563557029E-2,3.948373795E-1,4.006976332E-1
4.321534376E0,5.831825733E-2,-6.521627307E-3,2.987003326E-1,3.044099858E-1
4.326563646E0,7.253640890E-2,-1.124890149E-2,3.365907669E-1,3.445016876E-1
4.331590834E0,5.824792385E-2,-3.020748496E-2,3.505125046E-1,3.566010777E-1
4.336619896E0,2.484899759E-2,-2.049514651E-2,3.787622452E-1,3.801294018E-1
4.341644063E0,7.258856297E-2,-2.993084490E-2,3.878593445E-1,3.957269590E-1
4.346672605E0,5.799746513E-2,-2.042369545E-2,3.443393707E-1,3.497862712E-1
4.351705782E0,8.168244362E-2,-4.435800016E-2,3.152227402E-1,3.286411869E-1
4.356734792E0,7.206285000E-2,-2.511973679E-2,3.865633011E-1,3.940244171E-1
4.361763803E0,6.240481138E-2,-1.123100519E-3,3.621702194E-1,3.675090335E-1
4.366790365E0,9.101682901E-2,-1.546929777E-2,3.904123306E-1,4.011796982E-1
4.371819219E0,9.563189745E-2,-3.930889070E-2,3.516693115E-1,3.665541616E-1
4.376848074E0,9.540832043E-2,-2.959130704E-2,3.273267746E-1,3.422297626E-1
4.381882501E0,6.659275293E-2,-2.476610243E-2,3.364820480E-1,3.439013277E-1
4.386911719E0,5.216044188E-2,-2.946129441E-2,3.886699677E-1,3.932594860E-1
4.391940938E0,6.643933058E-2,-1.034253836E-2,3.499240875E-1,3.563257215E-1
4.396973907E0,4.717427492E-2,-1.993915439E-2,3.638362885E-1,3.674232258E-1
4.402003386E0,8.059036732E-2,-4.377001524E-2,3.538188934E-1,3.655111912E-1
4.407032865E0,7.570403814E-2,-1.496760547E-2,3.342485428E-1,3.430411330E-1
4.412063594E0,6.609326601E-2,-3.412325680E-2,3.577394485E-1,3.653905165E-1
4.417093126E0,6.127423048E-2,-3.403051198E-2,3.429431915E-1,3.500323409E-1
4.422124428E0,6.124633551E-2,-1.480197906E-2,3.712072372E-1,3.765169653E-1
4.427154115E0,4.198646545E-2,-4.815670848E-2,3.946609497E-1,3.997989458E-1
4.432183803E0,3.709661961E-2,-4.326398671E-2,3.320007324E-1,3.368566729E-1
4.437213490E0,4.661190510E-2,-1.451268792E-2,3.794097900E-1,3.825376800E-1
4.442286042E0,6.568014622E-2,-2.400574088E-2,3.693723679E-1,3.759336422E-1
4.447317917E0,4.168415070E-2,-5.739629269E-2,3.210887909E-1,3.288311337E-1
4.452349792E0,6.554096937E-2,-3.335924447E-2,3.732957840E-1,3.804710241E-1
4.457381667E0,7.985097170E-2,-2.375619113E-2,3.871736526E-1,3.960353161E-1
4.462355990E0,6.061840057E-2,-1.410900056E-2,3.723440170E-1,3.775098958E-1
4.467385001E0,6.053948402E-2,-3.316782415E-2,3.479681015E-1,3.547491132E-1
4.472414011E0,8.422255516E-2,-1.872280240E-2,3.427610397E-1,3.534531263E-1
4.477443021E0,6.005322933E-2,-2.337189019E-2,3.327798843E-1,3.389617781E-1
4.482504532E0,8.383756876E-2,-1.382280886E-2,3.275833130E-1,3.384237505E-1
4.487535209E0,9.807687998E-2,-2.804902196E-2,3.750009537E-1,3.886277618E-1
4.492538230E0,8.360397816E-2,-1.839618385E-2,3.697519302E-1,3.795319942E-1
4.497566146E0,5.475133657E-2,-3.755062819E-2,3.549442291E-1,3.610999368E-1
4.502608907E0,6.414324045E-2,-4.024043679E-3,3.497247696E-1,3.555811619E-1
4.507638334E0,5.932933092E-2,-5.651873350E-2,3.349399567E-1,3.448175044E-1
4.512682865E0,4.495680332E-2,-8.618101478E-3,3.536481857E-1,3.565984087E-1
4.517713803E0,6.881487370E-2,-1.337462664E-2,3.197288513E-1,3.273238547E-1
4.522745886E0,8.302241564E-2,-1.813763380E-2,3.528099060E-1,3.629001585E-1
4.527776928E0,8.759683371E-2,-4.685726762E-2,3.428087234E-1,3.569126359E-1
4.532807969E0,5.395674706E-2,-1.810149848E-2,3.423843384E-1,3.470821660E-1
4.537839011E0,5.393540859E-2,-2.276055515E-2,3.228263855E-1,3.280913689E-1
4.542838438E0,6.337815523E-2,-1.306715608E-2,3.319931030E-1,3.382409815E-1
4.547867917E0,5.373096466E-2,-3.483265638E-3,3.507080078E-1,3.548172155E-1
4.552895574E0,3.931343555E-2,-2.265641093E-2,3.407039642E-1,3.437121622E-1
4.557924844E0,4.877543449E-2,-2.262537181E-2,3.450641632E-1,3.492280447E-1
4.562951407E0,1.996767521E-2,-2.249023318E-2,3.637685776E-1,3.650097213E-1
4.567980417E0,5.336719751E-2,1.107116044E-2,3.585357666E-1,3.626548280E-1
4.573009740E0,6.286215782E-2,-8.120149374E-3,3.485221863E-1,3.542390465E-1
4.578038751E0,6.761473417E-2,-1.761847734E-2,3.385200500E-1,3.456558799E-1
4.583068438E0,5.801147223E-2,-3.184297681E-2,3.572263718E-1,3.633042620E-1
4.588097501E0,5.320400000E-2,-3.658288717E-2,3.280820847E-1,3.343752795E-1
4.593126563E0,6.265127659E-2,-2.228209376E-2,3.181085587E-1,3.249841985E-1
4.598155626E0,5.773818493E-2,-3.186380863E-2,3.416252136E-1,3.479321584E-1
4.603192344E0,6.680119038E-2,-3.154531121E-2,3.150339127E-1,3.235797766E-1
4.608221824E0,6.159466505E-2,-1.698094606E-2,3.646373749E-1,3.701927477E-1
4.613245626E0,5.148220062E-2,-4.052594304E-2,3.711032867E-1,3.768426973E-1
4.618274532E0,4.155170918E-2,-2.124491334E-2,3.110275269E-1,3.145091626E-1
4.623303438E0,8.388853073E-2,-1.151788235E-2,3.179368973E-1,3.290194794E-1
4.628326303E0,4.509794712E-2,-1.136898994E-2,3.247919083E-1,3.281049564E-1
4.633354792E0,5.421596766E-2,-4.446074367E-2,3.505783081E-1,3.575210189E-1
4.638383282E0,3.006887436E-2,-1.351058483E-3,3.381567001E-1,3.394936176E-1
4.643411771E0,4.870718718E-2,-2.033421397E-2,3.495912552E-1,3.535532719E-1
4.648447709E0,4.824775457E-2,-2.006122470E-2,3.039474487E-1,3.084061448E-1
4.653476615E0,4.309540987E-2,2.284821868E-2,4.248752594E-1,4.276660397E-1
4.658506146E0,-7.188433409E-2,5.565118790E-2,1.508773804E0,1.511510107E0
4.663535105E0,-1.767914891E-1,7.594372332E-2,4.250608444E0,4.254961201E0
4.668564063E0,-2.825820744E-1,-3.350737989E-1,2.473570824E0,2.512106626E0
4.673602344E0,4.030327201E-1,1.617971063E-2,-6.824849129E0,6.836758207E0
4.678631928E0,9.206881523E-1,1.194843054E0,-1.406930923E0,2.062709679E0
4.683666042E0,-1.025584340E-1,-6.713720560E-1,9.092206955E-1,1.134874858E0
4.688696042E0,-2.764122188E-1,-7.532331347E-1,1.266532898E0,1.499289649E0
4.693726042E0,7.024788857E-2,1.845301688E-1,6.673250198E-1,6.959230066E-1
4.698756042E0,1.007436514E-1,2.358952314E-1,-1.165000916E0,1.192905267E0
4.703809167E0,1.345161200E-1,-1.376912594E-1,5.246143341E-1,5.588145211E-1
4.708840365E0,2.600717545E-2,-7.949654758E-2,5.382080078E-1,5.446686460E-1
4.713871563E0,5.500215292E-2,1.455675066E-1,-3.663597107E-1,3.980384070E-1
4.718902761E0,1.575476527E-1,1.702892780E-1,-1.316871643E-1,2.667605862E-1
4.723896199E0,5.660349131E-2,3.010473847E-1,2.651605606E-1,4.051464007E-1
4.728925469E0,1.040680408E-1,6.327472329E-1,3.315315247E-1,7.218811327E-1
4.733956563E0,6.293787956E-1,3.566569686E-1,3.165435791E-1,7.896339019E-1
4.738986042E0,-1.331716776E-1,-2.245195657E-1,1.246900558E-1,2.892945577E-1
4.744015521E0,-9.397453070E-1,-2.560414970E-1,1.576404572E-1,9.866757339E-1
4.749056251E0,2.568314075E-1,-1.813822985E-1,1.238035202E0,1.277338276E0
4.754086459E0,3.894392848E-1,-3.027895689E-1,1.738771439E0,1.807393315E0
4.759112240E0,-2.750671208E-1,-6.385518312E-1,-5.204734802E-1,8.685061921E-1
4.764142032E0,4.492489696E-1,-4.300534725E-1,-1.466614723E0,1.593025226E0
4.769171824E0,1.128501892E-1,3.304010034E-1,1.466388702E-1,3.786858150E-1
4.774211251E0,-5.357432365E-2,7.821482420E-2,7.247877121E-1,7.309616915E-1
4.779241667E0,4.242861271E-2,-1.308876574E-1,2.931747437E-1,3.238567528E-1
4.784272084E0,-1.979004145E-1,8.114206791E-2,2.687005997E-1,3.434364883E-1
4.789302501E0,-2.949660122E-1,2.886385918E-1,-1.382894516E-1,4.352483859E-1
4.794312761E0,-3.315981627E-1,3.148332238E-1,-3.105964661E-1,5.527634802E-1
4.799342136E0,-2.168318331E-1,4.233702719E-1,5.278301239E-2,4.785859143E-1
4.804371511E0,-1.309292912E-1,7.143895626E-1,4.731321335E-1,8.668038661E-1
4.809400886E0,5.379551649E-2,7.753072977E-1,5.439357758E-1,9.486102949E-1
4.814430261E0,4.621391892E-1,8.837667108E-1,2.273321152E-1,1.022886172E0
4.819459636E0,9.461630583E-1,8.105672598E-1,1.646213531E-1,1.256719541E0
4.824484428E0,1.081170321E0,5.700968504E-1,1.736907959E-1,1.234547761E0
4.829513646E0,6.577616334E-1,3.301840425E-1,2.066001892E-1,7.644314923E-1
4.834542865E0,9.725014567E-1,5.727225542E-2,5.290508270E-2,9.756219259E-1
4.839572084E0,1.761744142E0,-2.821691930E-1,-5.762195587E-2,1.785128052E0
4.844659167E0,2.446497917E0,-4.633098245E-1,-1.154823303E-1,2.492658063E0
4.849691303E0,2.960012913E0,-5.390992165E-1,-4.029083252E-1,3.035562473E0
4.854723438E0,3.080049038E0,-8.339520693E-1,-1.268814087E0,3.433957967E0
4.859695574E0,3.565931320E0,-8.912408352E-1,-1.866060257E0,4.122178707E0
4.864723751E0,4.281865597E0,-7.090868354E-1,-1.707198143E0,4.663872064E0
